"SUMLEV","REGION","DIVISION","STATE","COUNTY","STNAME","CTYNAME","CENSUS2010POP","ESTIMATESBASE2010","POPESTIMATE2010","POPESTIMATE2011","POPESTIMATE2012","POPESTIMATE2013","POPESTIMATE2014","POPESTIMATE2015","POPESTIMATE2016"
50.00,2.00,4.00,31.00,125.00,"Nebraska","Nance County",3735.00,3735.00,3733.00,3736.00,3708.00,3599.00,3558.00,3596.00,3576.00
50.00,2.00,4.00,31.00,127.00,"Nebraska","Nemaha County",7248.00,7248.00,7247.00,7268.00,7193.00,7169.00,7145.00,7025.00,6971.00
50.00,2.00,4.00,31.00,129.00,"Nebraska","Nuckolls County",4500.00,4500.00,4506.00,4447.00,4427.00,4385.00,4356.00,4327.00,4265.00
50.00,2.00,4.00,31.00,131.00,"Nebraska","Otoe County",15740.00,15740.00,15765.00,15801.00,15763.00,15780.00,15870.00,15957.00,16081.00
50.00,2.00,4.00,31.00,133.00,"Nebraska","Pawnee County",2773.00,2773.00,2770.00,2781.00,2776.00,2719.00,2685.00,2644.00,2652.00
50.00,2.00,4.00,31.00,135.00,"Nebraska","Perkins County",2970.00,2970.00,2980.00,2946.00,2937.00,2897.00,2885.00,2939.00,2898.00
50.00,2.00,4.00,31.00,137.00,"Nebraska","Phelps County",9188.00,9188.00,9187.00,9171.00,9229.00,9206.00,9196.00,9284.00,9266.00
50.00,2.00,4.00,31.00,139.00,"Nebraska","Pierce County",7266.00,7266.00,7253.00,7189.00,7169.00,7161.00,7193.00,7212.00,7159.00
50.00,2.00,4.00,31.00,141.00,"Nebraska","Platte County",32237.00,32237.00,32297.00,32464.00,32602.00,32547.00,32705.00,32799.00,32861.00
50.00,2.00,4.00,31.00,143.00,"Nebraska","Polk County",5406.00,5406.00,5388.00,5344.00,5287.00,5251.00,5279.00,5192.00,5203.00
50.00,2.00,4.00,31.00,145.00,"Nebraska","Red Willow County",11055.00,11055.00,11052.00,11011.00,11013.00,11010.00,10849.00,10828.00,10722.00
50.00,2.00,4.00,31.00,147.00,"Nebraska","Richardson County",8363.00,8363.00,8362.00,8353.00,8302.00,8143.00,8159.00,8082.00,8060.00
50.00,2.00,4.00,31.00,149.00,"Nebraska","Rock County",1526.00,1528.00,1512.00,1429.00,1375.00,1395.00,1413.00,1380.00,1390.00
50.00,2.00,4.00,31.00,151.00,"Nebraska","Saline County",14200.00,14200.00,14224.00,14357.00,14474.00,14357.00,14337.00,14279.00,14331.00
50.00,2.00,4.00,31.00,153.00,"Nebraska","Sarpy County",158840.00,158840.00,159761.00,162674.00,165886.00,169410.00,172293.00,175690.00,179023.00
50.00,2.00,4.00,31.00,155.00,"Nebraska","Saunders County",20780.00,20780.00,20859.00,20885.00,20832.00,20915.00,20927.00,21017.00,21038.00
50.00,2.00,4.00,31.00,157.00,"Nebraska","Scotts Bluff County",36970.00,36970.00,37073.00,36933.00,36921.00,36870.00,36480.00,36300.00,36422.00
50.00,2.00,4.00,31.00,159.00,"Nebraska","Seward County",16750.00,16750.00,16798.00,16736.00,16981.00,17077.00,17101.00,17122.00,17284.00
50.00,2.00,4.00,31.00,161.00,"Nebraska","Sheridan County",5469.00,5469.00,5455.00,5383.00,5350.00,5236.00,5263.00,5214.00,5234.00
50.00,2.00,4.00,31.00,163.00,"Nebraska","Sherman County",3152.00,3152.00,3149.00,3143.00,3125.00,3109.00,3079.00,3085.00,3054.00
50.00,2.00,4.00,31.00,165.00,"Nebraska","Sioux County",1311.00,1311.00,1313.00,1326.00,1322.00,1325.00,1310.00,1263.00,1242.00
50.00,2.00,4.00,31.00,167.00,"Nebraska","Stanton County",6129.00,6129.00,6133.00,6194.00,6105.00,6090.00,6063.00,5908.00,5944.00
50.00,2.00,4.00,31.00,169.00,"Nebraska","Thayer County",5228.00,5228.00,5220.00,5174.00,5156.00,5189.00,5223.00,5145.00,5101.00
50.00,2.00,4.00,31.00,171.00,"Nebraska","Thomas County",647.00,647.00,650.00,688.00,692.00,700.00,688.00,686.00,716.00
50.00,2.00,4.00,31.00,173.00,"Nebraska","Thurston County",6940.00,6940.00,6970.00,6905.00,6917.00,6870.00,6962.00,7069.00,7127.00
50.00,2.00,4.00,31.00,175.00,"Nebraska","Valley County",4260.00,4260.00,4262.00,4248.00,4231.00,4197.00,4211.00,4153.00,4184.00
50.00,2.00,4.00,31.00,177.00,"Nebraska","Washington County",20234.00,20234.00,20277.00,20257.00,20293.00,20223.00,20297.00,20273.00,20603.00
50.00,2.00,4.00,31.00,179.00,"Nebraska","Wayne County",9595.00,9595.00,9609.00,9460.00,9513.00,9428.00,9397.00,9365.00,9365.00
50.00,2.00,4.00,31.00,181.00,"Nebraska","Webster County",3812.00,3812.00,3815.00,3766.00,3753.00,3667.00,3668.00,3635.00,3603.00
50.00,2.00,4.00,31.00,183.00,"Nebraska","Wheeler County",818.00,818.00,824.00,815.00,795.00,759.00,766.00,753.00,776.00
50.00,2.00,4.00,31.00,185.00,"Nebraska","York County",13665.00,13665.00,13654.00,13760.00,13828.00,13853.00,13915.00,13822.00,13794.00
50.00,4.00,8.00,32.00,510.00,"Nevada","Carson City",55274.00,55274.00,55025.00,54738.00,54540.00,53989.00,54385.00,54405.00,54742.00
50.00,4.00,8.00,32.00,1.00,"Nevada","Churchill County",24877.00,24877.00,24806.00,24606.00,24333.00,24049.00,24000.00,24159.00,24198.00
50.00,4.00,8.00,32.00,3.00,"Nevada","Clark County",1951269.00,1951269.00,1953216.00,1966295.00,1995815.00,2025096.00,2064899.00,2109289.00,2155664.00
50.00,4.00,8.00,32.00,5.00,"Nevada","Douglas County",46997.00,46997.00,47026.00,47031.00,46973.00,47015.00,47492.00,47628.00,48020.00
50.00,4.00,8.00,32.00,7.00,"Nevada","Elko County",48818.00,48942.00,49074.00,49510.00,51070.00,52464.00,52648.00,51796.00,52168.00
50.00,4.00,8.00,32.00,9.00,"Nevada","Esmeralda County",783.00,784.00,782.00,759.00,770.00,831.00,811.00,807.00,790.00
50.00,4.00,8.00,32.00,11.00,"Nevada","Eureka County",1987.00,1987.00,1993.00,1982.00,1996.00,2056.00,1988.00,2027.00,1917.00
50.00,4.00,8.00,32.00,13.00,"Nevada","Humboldt County",16528.00,16525.00,16592.00,16634.00,17068.00,17336.00,17209.00,17002.00,16842.00
50.00,4.00,8.00,32.00,15.00,"Nevada","Lander County",5775.00,5775.00,5784.00,5844.00,5931.00,6056.00,5966.00,5879.00,5702.00
50.00,4.00,8.00,32.00,17.00,"Nevada","Lincoln County",5345.00,5345.00,5359.00,5263.00,5338.00,5211.00,5122.00,5048.00,5055.00
50.00,4.00,8.00,32.00,19.00,"Nevada","Lyon County",51980.00,51980.00,52070.00,51463.00,51087.00,51267.00,51613.00,52339.00,53179.00
50.00,4.00,8.00,32.00,21.00,"Nevada","Mineral County",4772.00,4771.00,4771.00,4622.00,4664.00,4548.00,4482.00,4452.00,4449.00
50.00,4.00,8.00,32.00,23.00,"Nevada","Nye County",43946.00,43945.00,43858.00,44043.00,43658.00,42922.00,42903.00,43086.00,43423.00
50.00,4.00,8.00,32.00,27.00,"Nevada","Pershing County",6753.00,6753.00,6744.00,6640.00,6768.00,6847.00,6677.00,6599.00,6560.00
50.00,4.00,8.00,32.00,29.00,"Nevada","Storey County",4010.00,4010.00,3995.00,3951.00,3914.00,3876.00,3898.00,3967.00,4051.00
50.00,4.00,8.00,32.00,31.00,"Nevada","Washoe County",421407.00,421427.00,422146.00,424885.00,428654.00,432897.00,438943.00,445460.00,453616.00
50.00,4.00,8.00,32.00,33.00,"Nevada","White Pine County",10030.00,10030.00,10043.00,10113.00,9986.00,10004.00,9977.00,9815.00,9682.00
50.00,1.00,1.00,33.00,1.00,"New Hampshire","Belknap County",60088.00,60072.00,60100.00,60240.00,60339.00,60138.00,60278.00,60427.00,60779.00
50.00,1.00,1.00,33.00,3.00,"New Hampshire","Carroll County",47818.00,47833.00,47833.00,47763.00,47677.00,47512.00,47380.00,47222.00,47289.00
50.00,1.00,1.00,33.00,5.00,"New Hampshire","Cheshire County",77117.00,77117.00,77066.00,76915.00,76851.00,76598.00,76288.00,76089.00,75774.00
50.00,1.00,1.00,33.00,7.00,"New Hampshire","Coos County",33055.00,33052.00,32978.00,32490.00,32005.00,31981.00,32778.00,32293.00,32039.00
50.00,1.00,1.00,33.00,9.00,"New Hampshire","Grafton County",89118.00,89125.00,89117.00,89051.00,89230.00,89440.00,89465.00,88799.00,88888.00
50.00,1.00,1.00,33.00,11.00,"New Hampshire","Hillsborough County",400721.00,400720.00,401039.00,401774.00,402651.00,403308.00,405003.00,406015.00,407761.00
50.00,1.00,1.00,33.00,13.00,"New Hampshire","Merrimack County",146445.00,146444.00,146433.00,146733.00,146944.00,147243.00,147714.00,148094.00,148582.00
50.00,1.00,1.00,33.00,15.00,"New Hampshire","Rockingham County",295223.00,295214.00,295339.00,296001.00,297694.00,298706.00,300532.00,301640.00,303251.00
50.00,1.00,1.00,33.00,17.00,"New Hampshire","Strafford County",123143.00,123140.00,123213.00,124053.00,124612.00,124802.00,126218.00,126504.00,127428.00
50.00,1.00,1.00,33.00,19.00,"New Hampshire","Sullivan County",43742.00,43744.00,43754.00,43453.00,43179.00,42959.00,43087.00,43028.00,43004.00
50.00,1.00,2.00,34.00,1.00,"New Jersey","Atlantic County",274549.00,274540.00,274757.00,275017.00,275604.00,275784.00,274715.00,273035.00,270991.00
50.00,1.00,2.00,34.00,3.00,"New Jersey","Bergen County",905116.00,905117.00,906800.00,913717.00,919694.00,925497.00,931196.00,936010.00,939151.00
50.00,1.00,2.00,34.00,5.00,"New Jersey","Burlington County",448734.00,448738.00,449238.00,450555.00,451226.00,449939.00,451054.00,449675.00,449284.00
50.00,1.00,2.00,34.00,7.00,"New Jersey","Camden County",513657.00,513678.00,513597.00,513097.00,512906.00,511702.00,510670.00,510295.00,510150.00
50.00,1.00,2.00,34.00,9.00,"New Jersey","Cape May County",97265.00,97265.00,97267.00,96604.00,96460.00,95868.00,95417.00,94843.00,94430.00
50.00,1.00,2.00,34.00,11.00,"New Jersey","Cumberland County",156898.00,156628.00,156598.00,157000.00,157071.00,156264.00,156346.00,155241.00,153797.00
50.00,1.00,2.00,34.00,13.00,"New Jersey","Essex County",783969.00,784003.00,784664.00,786958.00,787579.00,789953.00,793443.00,795039.00,796914.00
50.00,1.00,2.00,34.00,15.00,"New Jersey","Gloucester County",288288.00,288575.00,288989.00,289737.00,290094.00,290408.00,291493.00,292106.00,292330.00
50.00,1.00,2.00,34.00,17.00,"New Jersey","Hudson County",634266.00,634274.00,636254.00,647983.00,657113.00,664163.00,669604.00,673765.00,677983.00
50.00,1.00,2.00,34.00,19.00,"New Jersey","Hunterdon County",128349.00,127364.00,127357.00,127228.00,126492.00,126221.00,125762.00,125390.00,124676.00
50.00,1.00,2.00,34.00,21.00,"New Jersey","Mercer County",366513.00,367517.00,367997.00,368044.00,370087.00,371506.00,371688.00,371199.00,371023.00
50.00,1.00,2.00,34.00,23.00,"New Jersey","Middlesex County",809858.00,809867.00,811229.00,817143.00,823670.00,828714.00,833724.00,836079.00,837073.00
50.00,1.00,2.00,34.00,25.00,"New Jersey","Monmouth County",630380.00,630423.00,630790.00,629815.00,628782.00,628486.00,627771.00,626775.00,625846.00
50.00,1.00,2.00,34.00,27.00,"New Jersey","Morris County",492276.00,492315.00,492873.00,495792.00,497310.00,498546.00,498376.00,498419.00,498423.00
50.00,1.00,2.00,34.00,29.00,"New Jersey","Ocean County",576567.00,576548.00,577674.00,579038.00,580682.00,582978.00,585881.00,588791.00,592497.00
50.00,1.00,2.00,34.00,31.00,"New Jersey","Passaic County",501226.00,501624.00,502295.00,504031.00,505101.00,506391.00,508185.00,508398.00,507945.00
50.00,1.00,2.00,34.00,33.00,"New Jersey","Salem County",66083.00,66069.00,65983.00,66029.00,65627.00,64994.00,64522.00,63941.00,63436.00
50.00,1.00,2.00,34.00,35.00,"New Jersey","Somerset County",323444.00,323428.00,324158.00,326716.00,328580.00,330962.00,332120.00,333015.00,333751.00
50.00,1.00,2.00,34.00,37.00,"New Jersey","Sussex County",149265.00,148886.00,148832.00,148138.00,147033.00,145690.00,144841.00,143385.00,142522.00
50.00,1.00,2.00,34.00,39.00,"New Jersey","Union County",536499.00,536439.00,537720.00,540487.00,544465.00,548112.00,551024.00,552949.00,555630.00
50.00,1.00,2.00,34.00,41.00,"New Jersey","Warren County",108692.00,108655.00,108657.00,108114.00,107635.00,106984.00,107169.00,107071.00,106617.00
50.00,4.00,8.00,35.00,1.00,"New Mexico","Bernalillo County",662564.00,662547.00,664109.00,669295.00,672685.00,674460.00,674829.00,674959.00,676953.00
50.00,4.00,8.00,35.00,3.00,"New Mexico","Catron County",3725.00,3729.00,3739.00,3715.00,3651.00,3580.00,3538.00,3459.00,3508.00
50.00,4.00,8.00,35.00,5.00,"New Mexico","Chaves County",65645.00,65651.00,65753.00,65646.00,65705.00,65861.00,65672.00,65529.00,65282.00
50.00,4.00,8.00,35.00,6.00,"New Mexico","Cibola County",27213.00,27215.00,27314.00,27508.00,27316.00,27439.00,27303.00,27322.00,27487.00
50.00,4.00,8.00,35.00,7.00,"New Mexico","Colfax County",13750.00,13750.00,13736.00,13614.00,13226.00,13039.00,12674.00,12387.00,12253.00
50.00,4.00,8.00,35.00,9.00,"New Mexico","Curry County",48376.00,48376.00,48959.00,49699.00,50690.00,50574.00,50969.00,50206.00,50280.00
50.00,4.00,8.00,35.00,11.00,"New Mexico","De Baca County",2022.00,2022.00,2019.00,1972.00,1941.00,1893.00,1823.00,1831.00,1793.00
50.00,4.00,8.00,35.00,13.00,"New Mexico","Doña Ana County",209233.00,209235.00,210203.00,212869.00,214162.00,213651.00,213536.00,213567.00,214207.00
50.00,4.00,8.00,35.00,15.00,"New Mexico","Eddy County",53829.00,53829.00,53906.00,54045.00,54424.00,55599.00,56591.00,57611.00,57621.00
50.00,4.00,8.00,35.00,17.00,"New Mexico","Grant County",29514.00,29514.00,29399.00,29393.00,29320.00,29241.00,28988.00,28564.00,28280.00
50.00,4.00,8.00,35.00,19.00,"New Mexico","Guadalupe County",4687.00,4687.00,4692.00,4651.00,4612.00,4549.00,4445.00,4364.00,4376.00
50.00,4.00,8.00,35.00,21.00,"New Mexico","Harding County",695.00,695.00,687.00,711.00,698.00,688.00,680.00,699.00,665.00
50.00,4.00,8.00,35.00,23.00,"New Mexico","Hidalgo County",4894.00,4895.00,4855.00,4840.00,4785.00,4616.00,4539.00,4414.00,4302.00
50.00,4.00,8.00,35.00,25.00,"New Mexico","Lea County",64727.00,64727.00,64623.00,65037.00,66182.00,68164.00,69707.00,70848.00,69749.00
50.00,4.00,8.00,35.00,27.00,"New Mexico","Lincoln County",20497.00,20497.00,20463.00,20394.00,20198.00,19979.00,19635.00,19391.00,19429.00
50.00,4.00,8.00,35.00,28.00,"New Mexico","Los Alamos County",17950.00,17950.00,18012.00,18174.00,18149.00,17817.00,17668.00,17696.00,18147.00
50.00,4.00,8.00,35.00,29.00,"New Mexico","Luna County",25095.00,25095.00,25108.00,25135.00,24983.00,24686.00,24540.00,24476.00,24450.00
50.00,4.00,8.00,35.00,31.00,"New Mexico","McKinley County",71492.00,71488.00,71743.00,73488.00,72691.00,73270.00,74044.00,76800.00,74923.00
50.00,4.00,8.00,35.00,33.00,"New Mexico","Mora County",4881.00,4881.00,4884.00,4781.00,4675.00,4665.00,4571.00,4577.00,4504.00
50.00,4.00,8.00,35.00,35.00,"New Mexico","Otero County",63797.00,63799.00,64356.00,65494.00,66016.00,65813.00,64994.00,64430.00,65410.00
50.00,4.00,8.00,35.00,37.00,"New Mexico","Quay County",9041.00,9041.00,9064.00,9082.00,8816.00,8687.00,8454.00,8452.00,8365.00
50.00,4.00,8.00,35.00,39.00,"New Mexico","Rio Arriba County",40246.00,40244.00,40310.00,40313.00,40254.00,40058.00,39742.00,39526.00,40040.00
50.00,4.00,8.00,35.00,41.00,"New Mexico","Roosevelt County",19846.00,19840.00,20007.00,20461.00,20341.00,19996.00,19599.00,19074.00,19082.00
50.00,4.00,8.00,35.00,45.00,"New Mexico","San Juan County",130044.00,130045.00,130135.00,127991.00,128331.00,126518.00,124055.00,118701.00,115079.00
50.00,4.00,8.00,35.00,47.00,"New Mexico","San Miguel County",29393.00,29393.00,29401.00,29335.00,29026.00,28696.00,28318.00,27951.00,27760.00
50.00,4.00,8.00,35.00,43.00,"New Mexico","Sandoval County",131561.00,131578.00,132370.00,134246.00,135383.00,136482.00,137540.00,139157.00,142025.00
50.00,4.00,8.00,35.00,49.00,"New Mexico","Santa Fe County",144170.00,144172.00,144465.00,145378.00,146157.00,146754.00,147329.00,147708.00,148651.00
50.00,4.00,8.00,35.00,51.00,"New Mexico","Sierra County",11988.00,11994.00,12030.00,12026.00,11881.00,11561.00,11315.00,11261.00,11191.00
50.00,4.00,8.00,35.00,53.00,"New Mexico","Socorro County",17866.00,17860.00,17803.00,17817.00,17524.00,17525.00,17320.00,17222.00,17027.00
50.00,4.00,8.00,35.00,55.00,"New Mexico","Taos County",32937.00,32940.00,32904.00,32931.00,32817.00,32991.00,33046.00,32887.00,33065.00
50.00,4.00,8.00,35.00,57.00,"New Mexico","Torrance County",16383.00,16381.00,16379.00,16400.00,16074.00,15681.00,15514.00,15422.00,15302.00
50.00,4.00,8.00,35.00,59.00,"New Mexico","Union County",4549.00,4554.00,4547.00,4438.00,4432.00,4372.00,4271.00,4201.00,4183.00
50.00,4.00,8.00,35.00,61.00,"New Mexico","Valencia County",76569.00,76574.00,76781.00,76877.00,76639.00,76288.00,75775.00,75636.00,75626.00
50.00,1.00,2.00,36.00,1.00,"New York","Albany County",304204.00,304208.00,304078.00,305019.00,306384.00,307496.00,308295.00,308432.00,308846.00
50.00,1.00,2.00,36.00,3.00,"New York","Allegany County",48946.00,48919.00,48949.00,48818.00,48247.00,48005.00,47765.00,47407.00,47077.00
50.00,1.00,2.00,36.00,5.00,"New York","Bronx County",1385108.00,1385107.00,1388240.00,1399990.00,1414774.00,1426550.00,1437687.00,1449196.00,1455720.00
50.00,1.00,2.00,36.00,7.00,"New York","Broome County",200600.00,200689.00,200469.00,199459.00,198916.00,198370.00,197669.00,196618.00,195334.00
50.00,1.00,2.00,36.00,9.00,"New York","Cattaraugus County",80317.00,80343.00,80249.00,79839.00,79365.00,78958.00,78621.00,77909.00,77677.00
50.00,1.00,2.00,36.00,11.00,"New York","Cayuga County",80026.00,80003.00,79844.00,79811.00,79637.00,79242.00,78857.00,78316.00,77861.00
50.00,1.00,2.00,36.00,13.00,"New York","Chautauqua County",134905.00,134904.00,134760.00,134266.00,133438.00,133005.00,131980.00,130811.00,129504.00
50.00,1.00,2.00,36.00,15.00,"New York","Chemung County",88830.00,88842.00,88972.00,88988.00,89264.00,88498.00,87506.00,87120.00,86322.00
50.00,1.00,2.00,36.00,17.00,"New York","Chenango County",50477.00,50507.00,50371.00,50254.00,49919.00,49522.00,49432.00,48979.00,48579.00
50.00,1.00,2.00,36.00,19.00,"New York","Clinton County",82128.00,82131.00,82068.00,81852.00,81869.00,81749.00,81682.00,81154.00,81073.00
50.00,1.00,2.00,36.00,21.00,"New York","Columbia County",63096.00,63091.00,63017.00,62626.00,62539.00,62269.00,62013.00,61491.00,60989.00
50.00,1.00,2.00,36.00,23.00,"New York","Cortland County",49336.00,49285.00,49245.00,49497.00,49154.00,49038.00,48875.00,48429.00,48070.00
50.00,1.00,2.00,36.00,25.00,"New York","Delaware County",47980.00,47979.00,47877.00,47654.00,47330.00,46874.00,46600.00,46074.00,45523.00
50.00,1.00,2.00,36.00,27.00,"New York","Dutchess County",297488.00,297448.00,297757.00,298289.00,297213.00,296708.00,295903.00,295228.00,294473.00
50.00,1.00,2.00,36.00,29.00,"New York","Erie County",919040.00,919130.00,919220.00,920088.00,920792.00,922150.00,923702.00,922957.00,921046.00
50.00,1.00,2.00,36.00,31.00,"New York","Essex County",39370.00,39361.00,39288.00,39479.00,39114.00,38832.00,38572.00,38371.00,38102.00
50.00,1.00,2.00,36.00,33.00,"New York","Franklin County",51599.00,51606.00,51624.00,51568.00,51788.00,51242.00,51092.00,50502.00,50409.00
50.00,1.00,2.00,36.00,35.00,"New York","Fulton County",55531.00,55524.00,55468.00,55264.00,55033.00,54521.00,54145.00,53960.00,53828.00
50.00,1.00,2.00,36.00,37.00,"New York","Genesee County",60079.00,59944.00,59939.00,59923.00,59762.00,59262.00,58949.00,58810.00,58482.00
50.00,1.00,2.00,36.00,39.00,"New York","Greene County",49221.00,49218.00,49118.00,48992.00,48711.00,48416.00,48015.00,47695.00,47508.00
50.00,1.00,2.00,36.00,41.00,"New York","Hamilton County",4836.00,4843.00,4834.00,4834.00,4797.00,4760.00,4689.00,4698.00,4542.00
50.00,1.00,2.00,36.00,43.00,"New York","Herkimer County",64519.00,64468.00,64426.00,64615.00,64527.00,64122.00,63602.00,62924.00,62613.00
50.00,1.00,2.00,36.00,45.00,"New York","Jefferson County",116229.00,116232.00,116571.00,118161.00,120730.00,119112.00,118724.00,117260.00,114006.00
50.00,1.00,2.00,36.00,47.00,"New York","Kings County",2504700.00,2504706.00,2510240.00,2543667.00,2572282.00,2595344.00,2612544.00,2624941.00,2629150.00
50.00,1.00,2.00,36.00,49.00,"New York","Lewis County",27087.00,27074.00,27063.00,27087.00,27267.00,27168.00,27214.00,27022.00,26865.00
50.00,1.00,2.00,36.00,51.00,"New York","Livingston County",65393.00,65217.00,65234.00,64890.00,64854.00,64723.00,64692.00,64583.00,64257.00
50.00,1.00,2.00,36.00,53.00,"New York","Madison County",73442.00,73452.00,73431.00,72970.00,72490.00,72547.00,72306.00,71771.00,71329.00
50.00,1.00,2.00,36.00,55.00,"New York","Monroe County",744344.00,744402.00,744959.00,747714.00,748947.00,750367.00,750089.00,749048.00,747727.00
50.00,1.00,2.00,36.00,57.00,"New York","Montgomery County",50219.00,50257.00,50286.00,49932.00,49848.00,49789.00,49747.00,49673.00,49276.00
50.00,1.00,2.00,36.00,59.00,"New York","Nassau County",1339532.00,1339866.00,1341879.00,1346815.00,1350748.00,1354258.00,1357799.00,1359702.00,1361500.00
50.00,1.00,2.00,36.00,61.00,"New York","New York County",1585873.00,1585874.00,1588530.00,1609533.00,1625121.00,1630453.00,1634468.00,1641168.00,1643734.00
50.00,1.00,2.00,36.00,63.00,"New York","Niagara County",216469.00,216487.00,216489.00,215729.00,214841.00,214267.00,213484.00,212522.00,211758.00
50.00,1.00,2.00,36.00,65.00,"New York","Oneida County",234878.00,234889.00,234836.00,234292.00,234061.00,233800.00,233213.00,232025.00,231190.00
50.00,1.00,2.00,36.00,67.00,"New York","Onondaga County",467026.00,467069.00,467522.00,467913.00,467712.00,469328.00,468742.00,468275.00,466194.00
50.00,1.00,2.00,36.00,69.00,"New York","Ontario County",107931.00,108097.00,108218.00,108750.00,108801.00,109285.00,109684.00,109654.00,109828.00
50.00,1.00,2.00,36.00,71.00,"New York","Orange County",372813.00,372827.00,373484.00,374358.00,374100.00,374956.00,375814.00,377130.00,379210.00
50.00,1.00,2.00,36.00,73.00,"New York","Orleans County",42883.00,42876.00,42846.00,42693.00,42465.00,42328.00,41947.00,41604.00,41346.00
50.00,1.00,2.00,36.00,75.00,"New York","Oswego County",122109.00,122104.00,122129.00,121999.00,121551.00,121321.00,120744.00,119962.00,118987.00
50.00,1.00,2.00,36.00,77.00,"New York","Otsego County",62259.00,62239.00,62192.00,61982.00,61805.00,61558.00,60907.00,60530.00,60097.00
50.00,1.00,2.00,36.00,79.00,"New York","Putnam County",99710.00,99776.00,99827.00,99958.00,99717.00,99678.00,99478.00,99265.00,98900.00
50.00,1.00,2.00,36.00,81.00,"New York","Queens County",2230722.00,2230545.00,2235310.00,2259756.00,2278024.00,2297598.00,2314149.00,2327228.00,2333054.00
50.00,1.00,2.00,36.00,83.00,"New York","Rensselaer County",159429.00,159406.00,159347.00,159694.00,159669.00,159862.00,160092.00,160101.00,160070.00
50.00,1.00,2.00,36.00,85.00,"New York","Richmond County",468730.00,468730.00,469706.00,471152.00,470978.00,472515.00,473142.00,473969.00,476015.00
50.00,1.00,2.00,36.00,87.00,"New York","Rockland County",311687.00,311690.00,312533.00,315772.00,317763.00,320321.00,322855.00,325491.00,326780.00
50.00,1.00,2.00,36.00,91.00,"New York","Saratoga County",219607.00,219613.00,220094.00,221166.00,222553.00,224207.00,224692.00,226140.00,227053.00
50.00,1.00,2.00,36.00,93.00,"New York","Schenectady County",154727.00,154721.00,154896.00,154673.00,154945.00,154964.00,155006.00,154758.00,154553.00
50.00,1.00,2.00,36.00,95.00,"New York","Schoharie County",32749.00,32744.00,32688.00,32662.00,32086.00,31872.00,31690.00,31372.00,31317.00
50.00,1.00,2.00,36.00,97.00,"New York","Schuyler County",18343.00,18341.00,18309.00,18492.00,18579.00,18502.00,18301.00,18199.00,18099.00
50.00,1.00,2.00,36.00,99.00,"New York","Seneca County",35251.00,35244.00,35246.00,35353.00,35380.00,35272.00,34904.00,34848.00,34777.00
50.00,1.00,2.00,36.00,89.00,"New York","St. Lawrence County",111944.00,111941.00,111821.00,112468.00,112621.00,112253.00,111800.00,110935.00,110038.00
50.00,1.00,2.00,36.00,101.00,"New York","Steuben County",98990.00,98992.00,98990.00,99272.00,99064.00,98952.00,98253.00,97546.00,96940.00
50.00,1.00,2.00,36.00,103.00,"New York","Suffolk County",1493350.00,1493200.00,1494747.00,1500259.00,1499382.00,1500776.00,1500008.00,1497903.00,1492583.00
50.00,1.00,2.00,36.00,105.00,"New York","Sullivan County",77547.00,77520.00,77412.00,77104.00,76952.00,76919.00,75667.00,74751.00,74801.00
50.00,1.00,2.00,36.00,107.00,"New York","Tioga County",51125.00,51048.00,51000.00,50945.00,50303.00,50128.00,49793.00,49261.00,48760.00
50.00,1.00,2.00,36.00,109.00,"New York","Tompkins County",101564.00,101594.00,101774.00,102111.00,103135.00,104270.00,104498.00,104564.00,104871.00
50.00,1.00,2.00,36.00,111.00,"New York","Ulster County",182493.00,182512.00,182408.00,182647.00,181811.00,180987.00,180680.00,179824.00,179225.00
50.00,1.00,2.00,36.00,113.00,"New York","Warren County",65707.00,65700.00,65678.00,65694.00,65418.00,65145.00,64882.00,64544.00,64567.00
50.00,1.00,2.00,36.00,115.00,"New York","Washington County",63216.00,63242.00,63321.00,63112.00,63066.00,62777.00,62442.00,62238.00,61800.00
50.00,1.00,2.00,36.00,117.00,"New York","Wayne County",93772.00,93750.00,93756.00,93260.00,93012.00,92393.00,91829.00,91340.00,90798.00
50.00,1.00,2.00,36.00,119.00,"New York","Westchester County",949113.00,949070.00,950588.00,957052.00,961073.00,967377.00,970255.00,972900.00,974542.00
50.00,1.00,2.00,36.00,121.00,"New York","Wyoming County",42155.00,42162.00,42118.00,41930.00,41771.00,41431.00,41200.00,41004.00,40791.00
50.00,1.00,2.00,36.00,123.00,"New York","Yates County",25348.00,25351.00,25349.00,25387.00,25271.00,25154.00,25130.00,25051.00,24923.00
50.00,3.00,5.00,37.00,1.00,"North Carolina","Alamance County",151131.00,151144.00,151486.00,152847.00,153659.00,154622.00,156036.00,157857.00,159688.00
50.00,3.00,5.00,37.00,3.00,"North Carolina","Alexander County",37198.00,37183.00,37238.00,37108.00,36964.00,36999.00,37360.00,37304.00,37428.00
50.00,3.00,5.00,37.00,5.00,"North Carolina","Alleghany County",11155.00,11154.00,11144.00,11024.00,10923.00,10896.00,10863.00,10812.00,10848.00
50.00,3.00,5.00,37.00,7.00,"North Carolina","Anson County",26948.00,26931.00,26858.00,26508.00,26311.00,25959.00,26066.00,25632.00,25448.00
50.00,3.00,5.00,37.00,9.00,"North Carolina","Ashe County",27281.00,27234.00,27205.00,27132.00,27099.00,27036.00,27000.00,26900.00,26924.00
